id,cluster,E15_cpn,E16_cpn,E18_cpn,P1_cpn,E15_subcereb,E16_subcereb,E18_subcereb,P1_subcereb,E15_corticothal,E16_corticothal,E18_corticothal,P1_corticothal,gene_type
Etf1,18,29.99,25.7122,23.5767,28.4755,24.761,25.7315,25.7072,30.8631,21.4915,19.3687,19.3445,27.8436,Protein coding
Etfdh,19,13.2335,13.7716,12.7939,8.78237,11.5953,12.0443,14.5901,14.1191,10.8037,10.8779,10.9016,8.07991,Protein coding
Etl4,9,0.430153,0.330132,0.18026,0.561648,0.121326,0.0694603,0.0828947,0.176386,0.78135,0.458291,0.93722,1.50383,Protein coding
Etnk2,16,0.637743,1.07098,2.11586,2.38067,1.16376,1.21091,3.16548,4.55527,1.10699,1.23869,1.29531,1.56043,Protein coding
etoile,17,14.1205,25.6193,46.7018,65.8053,23.995,49.0268,62.503,85.7571,58.0154,66.8687,88.4029,114.352,Protein coding
Ets2,16,2.88023,6.56937,10.7649,13.6975,3.53702,8.22502,15.6026,20.5914,5.24436,5.77635,7.09001,10.5228,Protein coding
Etv1,16,0.236687,1.03327,0.884524,0.859389,0.136713,13.9157,14.8124,11.1736,0.172669,1.40938,6.02252,7.79498,Protein coding
Etv3,8,7.2919,6.26368,5.97917,9.03298,7.44597,5.77184,5.1214,6.45963,6.50043,5.6193,5.1136,8.0761,Protein coding
Etv4,11,0.243986,0.459538,0.49861,0.598301,0.27057,1.41946,0.589257,0.294722,0.388818,0.823261,0.96793,1.02279,Protein coding
Etv5,11,1.28894,6.27742,5.20843,3.80776,10.5488,19.9251,6.97266,6.13968,3.55978,11.7408,11.0108,8.86526,Protein coding
Etv6,10,5.04624,4.33735,4.00368,5.65406,2.879,1.70907,1.75276,2.10987,2.97873,1.56532,1.18419,1.28175,Protein coding
Evc,12,1.01919,0.929631,1.0803,0.700332,1.32025,0.817661,0.982207,0.43686,1.05656,1.4916,2.02804,1.31174,Protein coding
Evc2,19,4.20996,3.12597,3.00964,2.67106,5.09943,2.90501,3.62476,2.64241,2.91942,2.93004,2.65509,1.7185,Protein coding
Evi5,12,13.8721,15.0651,15.4042,14.9182,18.9908,17.4777,16.4215,14.9827,19.3615,23.756,21.6845,18.4628,Protein coding
Ewsr1,19,204.325,196.719,169.861,137.222,196.129,176.362,141.462,124.525,183.57,192.512,179.807,155.034,Protein coding
Exd1,11,0.270455,0.21226,0.228721,0.16504,0.557896,0.589155,1.05005,0.881266,0.537458,0.447647,0.41591,0.360784,Protein coding
Exd2,19,27.4737,30.2055,32.3341,20.1099,25.7476,29.0081,28.9385,18.9026,26.4882,27.8306,29.8359,15.6802,Protein coding
Exoc6,18,14.403,18.2109,17.177,18.5721,19.7267,24.5302,26.4947,29.4276,23.067,22.3495,21.99,25.6041,Protein coding
Exog,19,16.7114,13.9323,12.2408,9.25517,17.8774,17.1,15.5522,12.9922,14.7468,13.8716,12.8553,10.9278,Protein coding
Exosc4,18,16.4554,14.513,12.4271,20.4567,13.8521,13.9729,14.1741,22.5254,12.0674,12.709,11.0458,19.3872,Protein coding
Exosc5,19,6.50536,4.52245,3.19708,3.26961,8.10305,7.04984,6.22331,6.51114,6.32297,6.10456,4.21813,2.90433,Protein coding
Ext1,17,15.3517,18.9202,17.9872,25.1,11.4806,10.0847,11.032,16.3684,9.87362,10.6216,13.5674,20.9042,Protein coding
Extl1,17,0.189957,0.637548,1.71335,3.71808,0.260934,0.282928,0.758551,2.43232,0.144436,0.416392,1.4283,2.02835,Protein coding
Extl2,18,5.14583,7.01389,8.50442,9.96398,4.19904,4.09868,7.96292,13.8786,5.24606,4.77508,6.07026,8.97516,Protein coding
Eya2,16,0.110482,0.0380836,0.0747825,0.122548,0.205464,0.684645,1.34686,2.56281,0.555715,0.44222,0.463604,0.883799,Protein coding
Eya3,19,11.8134,11.3971,9.83399,8.47473,14.208,12.7735,9.89322,7.93693,13.6706,12.5726,10.9376,9.4939,Protein coding
Eya4,9,0.0644159,0.0393915,0.0261515,0.0364725,0.0290264,0.0651725,0.0809039,0.0374177,0.162413,0.1385,0.17372,0.584803,Protein coding
Ezh1,13,9.93658,11.4633,13.4685,9.88852,14.3056,11.6865,12.9424,10.7901,14.5352,15.6977,15.978,11.8008,Protein coding
Ezh2,19,55.2869,42.2274,26.3298,14.4208,60.1217,43.1196,21.0805,11.2733,66.9763,55.0256,33.8377,16.6865,Protein coding
Ezr,7,24.2588,13.1121,4.25196,2.25549,20.7019,13.536,5.69708,3.48867,13.4461,17.8916,14.9272,12.5108,Protein coding
F2r,19,14.3538,11.5155,8.63181,4.55667,12.5199,12.0116,8.1246,4.33404,13.0961,11.4531,9.92087,5.01935,Protein coding
Faah,17,4.85044,7.71622,15.0523,21.7211,3.09885,9.67458,15.8675,21.7648,3.1313,6.61871,13.2494,18.0446,Protein coding
Fabp3,17,14.371,25.395,54.6013,96.256,18.4902,37.9274,71.8568,120.838,27.9321,34.5907,54.1378,102.151,Protein coding
Fabp5,16,248.486,226.797,232.436,288.601,216.332,379.768,543.375,856.703,150.201,156.007,170.759,219.302,Protein coding
Fabp7,1,10.9686,17.8432,10.7747,10.1569,6.37679,4.78796,7.07597,5.4732,18.5315,18.7258,12.8848,9.36964,Protein coding
Fadd,19,1.69335,1.20162,1.25359,0.448741,1.69786,1.43205,1.2996,0.48158,1.53351,1.31895,1.13126,0.530975,Protein coding
Fads1,15,81.269,78.9412,69.7806,77.5736,56.2508,51.0058,43.2407,50.3616,54.4765,49.3857,51.7074,52.9204,Protein coding
Fads2,14,83.7182,106.81,112.661,130.413,63.4221,110.734,116.117,118.953,64.67,70.9128,74.0372,85.7987,Protein coding
Fads3,18,5.16999,7.08205,12.9166,16.593,8.57075,15.5583,22.7025,30.5039,12.831,14.9975,18.9815,21.5129,Protein coding
Faf1,18,14.2819,13.4821,12.3381,15.2581,11.6332,12.9924,13.7718,19.0433,11.4691,11.5197,12.4426,16.8462,Protein coding
Fah,18,5.85228,10.5767,13.7354,19.9745,4.53132,14.1875,16.014,18.9787,5.69049,9.67195,12.9169,15.7073,Protein coding
Faim,19,19.461,16.6878,15.1674,12.0341,20.3223,23.2019,20.8012,16.1261,18.9855,20.0105,16.952,13.8698,Protein coding
Faim2,9,2.58362,3.21627,7.24737,11.143,3.86755,3.60912,10.2329,16.9949,10.1027,11.7686,19.623,38.394,Protein coding
Fam100b,19,42.9972,36.8527,30.766,25.6351,42.5288,31.4089,21.9906,17.8984,41.7587,35.7867,33.4367,24.7812,Protein coding
Fam101b,9,0.0886581,0.182937,1.06223,3.08782,0.136259,0.0395454,0.381984,0.774827,0.143231,0.487327,2.49154,10.3657,Protein coding
Fam102a,18,4.19559,3.23678,2.59323,5.07573,4.1574,3.36148,3.24119,4.26883,3.30615,2.86968,3.93631,6.44299,Protein coding
Fam102b,18,8.12324,11.7765,15.0655,18.5217,11.4925,21.2823,24.1076,24.6617,11.7845,16.0715,20.4507,26.1583,Protein coding
Fam107b,10,48.7893,43.5621,29.6147,18.4639,30.8273,23.8158,16.5534,9.49685,24.6289,21.2464,17.3213,12.4588,Protein coding
Fam108a,18,32.9835,29.5824,32.8325,48.4869,29.6846,32.0798,37.8688,56.2569,29.3575,27.7243,29.9445,41.0351,Protein coding
Fam109a,19,32.1749,26.5527,24.4334,15.7703,24.3986,19.1016,17.9508,9.75831,22.8234,20.4764,20.4184,9.34033,Protein coding
Fam110a,19,23.5708,16.2104,16.9961,11.6889,25.4824,17.0677,16.3962,12.922,26.1969,18.8368,20.2739,15.2455,Protein coding
Fam110b,6,31.4694,34.148,33.8234,26.8396,56.5124,60.8626,49.5399,42.8531,85.3357,88.1502,106.065,97.8104,Protein coding
Fam111a,19,1.12081,2.21172,2.51734,0.769435,1.96216,2.47279,3.47214,1.88006,3.21543,3.02367,3.69611,0.965458,Protein coding
Fam114a2,19,24.8842,21.3543,18.7056,14.1592,27.1608,20.1314,18.8062,15.6133,21.296,17.7322,13.8036,10.0596,Protein coding
Fam116a,19,7.24607,7.90371,6.75008,3.83721,7.72183,7.03188,6.25713,3.24845,7.5023,7.47371,7.26546,3.82977,Protein coding
Fam116b,8,14.4992,21.8239,21.7096,28.2054,18.4868,27.5978,21.9209,28.9004,21.8545,25.1333,26.0412,34.793,Protein coding
Fam117a,6,1.36705,0.75413,0.435777,0.356058,2.82651,0.838684,0.65512,0.713811,2.32557,2.07117,3.1179,3.13684,Protein coding
Fam118a,19,13.5084,13.3496,13.0938,13.134,17.2697,13.6859,12.5221,10.4564,24.1279,20.0168,20.8358,15.6948,Protein coding
Fam118b,19,29.713,23.6866,19.6141,12.3214,21.3344,17.1345,14.5468,9.55662,19.7933,18.008,19.012,10.4268,Protein coding
Fam120b,19,17.5213,18.549,17.7738,12.5573,19.5051,19.752,18.5361,16.3467,19.1532,20.0755,19.0689,14.6806,Protein coding
Fam122b,13,0.790827,1.05035,1.19842,0.858353,0.628682,0.919781,0.916089,0.429517,0.844627,0.961414,1.19396,0.603314,Protein coding
Fam123a,19,24.1941,20.3408,16.9755,12.0177,23.6154,13.5136,9.92814,7.09043,24.3249,21.958,17.586,11.5421,Protein coding
Fam126a,10,41.8818,34.5145,28.911,18.6344,25.3553,32.4517,33.3373,27.0089,14.69,10.7102,10.0893,6.59692,Protein coding
Fam129a,5,0,0.0183405,0.0295451,0.282945,0.0125778,0.0238229,0.0128887,0.0345033,0.00743893,0.0175591,0.00327547,0.0243158,Protein coding
Fam129b,19,30.1783,27.4018,27.198,26.1095,36.3482,43.0501,45.1318,42.3039,38.8079,31.2261,28.9863,29.59,Protein coding
Fam131a,17,15.8731,13.4129,13.6236,26.822,20.9487,12.6552,18.0742,35.0434,21.8024,15.7742,17.3116,41.311,Protein coding
Fam131b,14,19.0854,22.9059,34.8811,41.6929,17.0772,26.3782,39.6862,39.4316,24.3553,22.5313,30.5588,31.0726,Protein coding
Fam131c,16,5.87859,10.1258,14.5918,18.96,9.37114,25.8574,35.6549,41.2021,10.6271,13.4835,14.9044,16.5226,Protein coding
Fam134a,18,53.4056,56.1141,60.2026,85.3901,56.1921,58.1724,62.3076,95.5538,65.7478,62.7396,64.7475,85.0469,Protein coding
Fam134b,17,3.77468,5.56399,6.93675,11.5738,2.0697,4.04078,6.84131,12.3966,2.14866,2.67179,4.2962,5.70477,Protein coding
Fam135a,19,14.4995,15.6133,13.4031,9.26665,15.4389,16.5278,10.9627,7.48413,17.5067,17.2106,16.7325,11.0388,Protein coding
Fam135b,19,0.196479,1.4046,1.49702,1.23633,0.82892,1.19589,0.946856,0.471249,0.570632,1.22816,0.749285,0.667942,Protein coding
Fam136a,19,20.4919,20.9793,21.7894,13.3139,17.1825,22.0306,25.6958,20.3938,12.3795,14.1502,17.914,9.7666,Protein coding
Fam13a,11,3.98078,3.10942,3.33606,2.80052,10.0013,4.04305,4.91232,4.11009,3.8645,4.23287,4.78516,3.81712,Protein coding
Fam149a,9,0.0862917,0.214821,0.899082,1.68227,0.041948,0.423015,1.01785,1.79268,0.161191,0.553964,1.40052,3.21181,Protein coding
Fam155a,17,7.58123,8.12327,11.1767,17.9563,7.37575,9.48129,17.4908,30.4865,14.1489,18.2143,24.2623,40.4808,Protein coding
Fam160b1,15,11.2708,16.7446,13.953,14.872,11.2893,7.07206,7.12342,5.89638,12.3934,11.8673,9.26141,8.24829,Protein coding
Fam161b,19,6.14819,6.14862,6.11273,2.1961,8.09375,8.4294,7.92446,3.28635,8.51066,8.57965,8.76448,3.15251,Protein coding
Fam163b,9,0.217298,1.19138,5.01075,18.1116,0.244547,2.1886,4.6274,7.98597,2.48391,4.22435,8.6543,33.46,Protein coding
Fam164c,17,0.973116,0.982231,1.02197,2.25569,0.956532,0.975228,0.706749,1.41745,0.907033,1.0274,1.07115,2.48545,Protein coding
Fam167a,6,0.362987,0.416606,0.312659,0.272725,0.81455,0.625719,0.570726,0.317397,1.57206,1.19098,1.10895,0.861892,Protein coding
Fam168a,12,62.805,69.2998,83.9212,80.8021,81.3455,59.0117,58.124,50.815,84.3253,88.2549,99.2442,91.0143,Protein coding
Fam171a1,18,17.889,17.398,18.0963,23.094,22.7887,22.3373,23.7033,29.3932,27.3673,23.783,24.3236,30.9855,Protein coding
Fam171a2,18,85.2606,82.6695,93.6228,142.858,91.1501,96.9875,107.921,172.377,101.543,93.3581,94.7646,134.186,Protein coding
Fam171b,12,12.9014,20.0012,23.2283,29.6368,22.0721,18.5312,15.2291,17.7954,29.4641,42.0072,39.2623,41.1386,Protein coding
Fam173a,8,10.0179,11.5132,12.3345,15.9586,6.96628,9.18408,8.97544,17.452,6.62527,8.16839,10.0205,15.6644,Protein coding
Fam174a,17,0.564378,0.955901,1.64441,3.0165,0.233414,0.668815,0.996218,2.29448,0.490225,0.664733,1.53562,2.6823,Protein coding
Fam174b,4,23.3547,39.4379,41.7586,44.5521,10.6155,23.8059,34.8892,46.3444,11.5445,14.7616,17.8083,18.0809,Protein coding
Fam175a,13,2.48938,2.73686,2.94459,1.58912,3.59557,3.48378,3.10686,1.91061,3.3556,3.68374,3.5293,1.98625,Protein coding
Fam178a,13,24.8435,29.3224,29.7738,17.4057,26.9296,25.2988,22.5661,12.541,26.6725,32.0684,32.894,19.7599,Protein coding
Fam179b,13,5.99098,6.41936,5.77266,4.00085,5.3983,5.70183,5.36024,3.06754,5.24035,5.81453,5.80339,4.53238,Protein coding
Fam184a,14,2.45103,2.52481,2.86943,3.80506,1.51901,1.79325,2.58003,3.61312,0.941135,1.31701,1.43788,2.14042,Protein coding
Fam184b,17,0.360695,0.785741,1.25655,1.91127,0.398002,1.41955,2.65281,3.2923,0.88364,1.31008,2.74587,3.94772,Protein coding
Fam185a,11,2.82658,3.61707,5.46022,4.23893,10.4747,27.2708,22.2111,11.8175,9.91776,13.9069,8.54144,4.43468,Protein coding
Fam188a,14,11.7276,9.64324,10.3854,17.0789,9.42782,10.5757,12.4911,18.7914,7.18395,8.37984,8.19341,10.3965,Protein coding
Fam189a1,17,0.806579,1.35818,4.58218,12.4803,1.78742,1.52861,5.98672,12.219,7.92436,9.0127,8.68784,10.9454,Protein coding
Fam189a2,5,1.0763,3.97893,7.6488,9.56748,0.0321491,0.787028,1.77273,2.49627,0.274849,0.806766,2.09351,3.18273,Protein coding
Fam189b,18,16.2539,16.1086,18.1022,20.1329,19.5543,19.2089,21.8722,29.9622,17.2105,15.8786,17.3766,18.1129,Protein coding
Fam18a,19,30.8268,25.9245,25.3129,20.1352,33.8936,33.1655,31.3832,30.7487,31.3317,29.0101,25.5252,18.9317,Protein coding
Fam18b,19,8.89829,8.33427,7.87478,4.10286,8.1103,7.1671,6.06799,3.82313,7.35755,6.62236,6.84123,4.37378,Protein coding
Fam190a,10,12.9247,5.78105,3.31152,4.34188,8.01916,4.93839,4.3682,4.52746,7.15401,5.51363,4.12576,5.16884,Protein coding
Fam192a,19,46.1804,40.1911,35.9829,28.404,41.1692,36.7775,32.2331,27.5049,35.8656,33.5546,34.4321,28.8805,Protein coding
Fam193a,19,30.5242,28.5164,24.2271,19.136,27.3117,27.0917,23.2977,18.1023,30.7963,27.1911,23.7504,19.8656,Protein coding
Fam193b,19,56.7262,59.8697,56.9756,37.1553,58.6196,58.7616,44.7476,29.7362,58.2874,56.8341,53.6679,32.8529,Protein coding
Fam195b,18,59.8799,54.1024,55.0465,77.7781,46.6576,57.5344,61.435,89.4584,43.3135,40.9377,47.4974,71.2774,Protein coding
Fam196a,3,3.5991,3.38282,2.3221,1.39826,4.88376,2.56963,2.07277,0.963249,6.46482,7.34781,3.85743,1.97539,Protein coding
Fam198b,16,0.0331967,0.0227835,0.0456853,0.107962,0.00394161,0.320015,0.591279,0.755561,0.00772359,0.0241573,0.148031,0.608639,Protein coding
Fam19a1,16,0.0184899,0.194806,2.41964,6.79257,0,21.1527,53.2,56.7403,0,0.419816,0.417848,0.20211,Protein coding
Fam19a2,5,9.25674,52.5494,76.8405,87.0047,0.312989,11.8643,35.5665,32.7175,0.529739,2.42176,4.05458,2.04311,Protein coding
Fam19a5,11,9.01822,5.74652,7.07385,8.80121,7.63226,8.85644,14.2632,21.0877,8.0114,10.9904,6.85549,5.79322,Protein coding
Fam20a,9,0.218864,0.0438091,0.111775,0.105251,0.116645,0.213459,1.05654,1.20998,0.358608,0.431682,0.988086,1.82752,Protein coding
Fam20b,18,20.1142,19.8549,21.5386,24.3212,24.2164,26.9888,31.7598,35.5448,27.3066,24.491,25.0186,23.7995,Protein coding
Fam20c,19,59.9255,53.841,50.4588,46.9946,53.4217,63.3167,57.9479,62.2626,48.8477,43.6797,39.4853,34.3771,Protein coding
Fam33a,19,21.0812,17.4338,15.2277,8.05944,24.3942,16.3409,11.8806,7.10714,23.6626,19.1454,17.2846,8.92358,Protein coding
Fam38a,17,1.46475,2.61972,5.4823,7.99446,1.68511,5.25325,5.23454,4.96995,2.18056,4.97621,5.96555,7.78409,Protein coding
Fam3a,13,12.8981,13.1035,12.9957,12.7363,13.3859,10.8368,8.13548,10.4975,13.0205,13.5744,14.3245,15.123,Protein coding
Fam3c,18,16.0569,15.8,14.2385,24.7583,12.9969,20.7396,21.1404,30.5111,12.6693,15.7397,19.2345,25.6768,Protein coding
Fam40b,16,0.0150887,0.0175565,0.0225409,0.0152092,0.0221794,0.0256642,0.625532,0.0674104,0.0591566,0.0747384,0.0641686,0.656024,Protein coding
Fam43b,17,2.01277,4.14237,6.97292,14.2525,7.81884,9.04673,11.912,16.8131,11.1853,14.7282,16.9346,18.9123,Protein coding
Fam46a,17,0.0464223,0.094452,0.126398,0.257413,0.0140515,0.027352,0.0630682,0.154312,0.392111,0.277351,0.144437,0.369903,Protein coding
Fam49a,19,246.511,196.92,150.007,147.678,239.138,259.268,237.822,214.722,162.455,189.067,205.431,204.3,Protein coding
Fam49b,14,40.6272,45.7444,57.8062,96.3681,32.4257,44.771,55.6911,78.3499,29.4907,32.0154,38.1734,64.5933,Protein coding
Fam53a,19,10.0041,7.9512,6.44917,5.62051,9.72811,8.67424,6.4199,3.81745,8.62928,7.67983,7.23874,5.04288,Protein coding
Fam53b,19,8.82488,6.31034,3.99753,1.7935,8.50535,5.45742,3.01639,1.25732,8.18684,6.28683,3.6275,1.57759,Protein coding
Fam54a,19,1.2836,1.0736,0.790294,0.323489,1.79921,0.996086,0.573135,0.229321,1.37124,0.935498,0.593869,0.250962,Protein coding
Fam55c,19,3.37096,3.16466,3.59562,2.78473,3.41609,3.41674,4.3503,3.24069,2.57695,3.04075,3.53267,2.43996,Protein coding
Fam57b,8,95.2025,100.646,115.391,140.602,90.0586,85.9094,97.4442,127.503,93.0255,90.1157,107.633,124.441,Protein coding
Fam59a,17,2.34191,3.24539,3.81902,5.6932,3.30558,3.05549,4.52056,3.80377,3.32749,4.66146,3.90244,4.25461,Protein coding
Fam59b,10,7.83397,4.99969,3.20912,1.97758,1.7552,0.580932,0.400988,0.175928,1.56957,0.936126,0.652159,0.622589,Protein coding
Fam5b,2,8.70557,9.38329,13.2225,16.8214,44.9691,30.4063,10.8212,11.3122,97.1506,54.8778,19.7841,24.3107,Protein coding
Fam5c,16,0.422641,0.0872238,0.30076,1.07503,0.0872939,2.69225,8.22341,26.785,0.283862,1.22057,5.24785,10.5753,Protein coding
Fam60a,7,36.0111,25.2976,13.1416,6.66546,30.9995,21.982,10.092,3.22947,17.9784,14.1578,9.44116,3.08934,Protein coding
Fam64a,1,3.2034,2.90502,2.91074,1.10667,1.65883,1.22428,1.11898,0.559566,6.07604,2.9424,3.61271,1.72621,Protein coding
Fam65b,-1,2.48673,1.2675,1.29285,1.94815,0.612966,1.53788,2.07734,2.64245,2.51054,2.31348,2.86998,4.61119,Protein coding
Fam69b,18,28.1298,29.2137,32.6066,55.3081,28.524,33.5028,36.6738,60.7757,29.3053,31.3547,35.6554,54.8622,Protein coding
Fam73a,19,16.4592,15.678,13.3091,13.0751,14.6395,12.0516,10.1597,9.02322,13.4598,13.3798,11.94,12.9769,Protein coding
Fam78b,13,24.5362,28.9417,25.5523,23.8383,28.5274,32.2682,26.2738,18.4922,31.7716,33.1969,32.7135,23.8265,Protein coding
Fam81a,9,0.875015,2.17427,4.25096,6.32554,0.817787,1.27133,6.23335,11.0614,2.34482,3.06982,9.53535,16.5054,Protein coding
Fam82a1,18,0.486046,0.736271,0.754575,1.04414,0.438062,0.71397,1.27149,1.94738,0.627815,0.779813,0.904901,1.2782,Protein coding
Fam83d,7,3.26691,2.24257,0.851647,0.614273,3.53415,1.11608,0.868417,1.69967,1.91385,1.02013,0.701888,0.655,Protein coding
Fam83h,19,3.53458,2.85784,3.01195,2.02836,3.32691,2.25687,1.66216,0.776873,2.81343,2.29953,2.07771,1.50223,Protein coding
Fam84a,10,41.298,34.5204,41.1516,10.9112,21.5752,28.0492,40.7646,28.8127,4.73797,5.24323,8.4998,2.1204,Protein coding
Fam84b,14,3.41022,7.05223,7.38125,11.5158,14.9635,5.66618,6.36074,11.3493,15.8534,7.74213,4.86007,4.30915,Protein coding
Fam92a,8,28.4466,32.4191,31.3882,38.3584,29.4277,30.9561,30.4859,40.2379,29.6244,34.4119,42.5304,53.8926,Protein coding
Fam98a,19,30.7361,28.7932,26.4192,23.5743,28.2995,29.4104,29.5484,37.0167,24.0217,23.0937,22.0514,21.2221,Protein coding
Fan1,19,1.70963,1.81312,1.61219,0.802213,2.05951,1.68219,1.82143,1.23247,1.89446,2.07508,1.75468,1.17062,Protein coding
Fancb,19,1.75276,1.68901,1.83721,0.704003,2.07821,2.30707,1.81368,1.03537,1.23134,1.34547,1.14079,0.46594,Protein coding
Fancd2,5,0.172491,0.240621,1.38603,3.57574,0.115512,0.0748639,0.350994,0.627655,0.263577,0.195536,0.227182,0.324899,Protein coding
Fancg,19,8.28143,7.80733,7.63531,4.20053,9.72318,8.53211,6.74991,3.264,9.34701,8.5493,7.96774,3.42109,Protein coding
Fancm,13,5.93244,6.96604,5.49703,4.16901,5.25244,3.74874,2.85575,2.45926,5.377,5.88828,4.83402,4.14982,Protein coding
Fap,9,0.119974,0.489185,0.749293,1.17534,0.103186,0.142486,0.195007,0.244295,0.68606,2.03181,2.14778,3.1892,Protein coding
Far1,19,20.4388,23.6716,24.1945,17.3718,23.4207,26.0294,28.6304,20.8991,19.7731,21.179,20.9052,17.7783,Protein coding
Far2,16,2.11266,2.70761,4.29354,10.6909,2.18903,5.94499,15.8806,31.5249,2.23952,3.06436,4.62261,10.7444,Protein coding
Farp1,18,19.2065,33.1556,45.9501,62.0676,19.1492,43.0461,67.2707,82.754,34.2598,42.3859,52.3668,67.7886,Protein coding
Farsa,18,45.7322,42.0304,43.3345,57.2487,37.5447,43.8377,46.8214,61.8436,34.1568,33.8642,38.9631,53.5625,Protein coding
Farsb,18,30.8848,31.4433,32.0945,34.4938,25.1438,36.3093,38.5812,46.8796,22.6745,25.2439,27.947,32.296,Protein coding
Fas,5,0,0.207725,0.365549,0.0853129,0,0.0705237,0.0525355,0.0096859,0.0107185,0.0185393,0.0394853,0,Protein coding
Fasn,14,77.9162,105.085,127.34,153.801,53.7576,122.691,139.747,154.432,45.7587,57.3156,71.5763,110.207,Protein coding
Fastkd3,19,6.59134,5.72757,5.36715,2.86031,6.87665,5.86335,4.40946,2.2122,6.39927,5.38631,4.79109,2.33316,Protein coding
Fat1,5,3.2077,24.52,17.7719,25.7293,0.413769,2.40547,3.27018,5.18494,0.820348,1.02941,0.823946,0.908101,Protein coding
Fat3,4,10.0794,7.48665,16.6043,19.0135,17.4706,18.0351,19.1989,13.4687,13.4641,6.1013,2.99818,1.26452,Protein coding
Fat4,7,30.1404,33.6559,24.3783,22.1667,51.4241,30.1492,19.5888,10.2859,40.1551,24.0106,8.77417,2.77373,Protein coding
Fbf1,19,61.0516,56.9538,54.563,46.9122,76.9149,64.3793,47.123,38.8873,68.8791,62.2229,57.7857,43.5329,Protein coding
Fbl,18,74.6225,67.5846,68.64,80.5602,55.4314,72.0479,81.1917,88.4274,41.4431,44.1541,51.2476,66.9582,Protein coding
Fblim1,16,4.07417,14.238,8.43321,7.38309,3.23001,13.7574,11.9278,8.60243,5.26254,6.64635,5.09238,3.56337,Protein coding
Fbll1,18,12.5471,12.833,14.3963,19.539,11.5937,16.6579,19.2616,27.7163,10.3246,12.318,12.4799,19.5413,Protein coding
Fbln1,6,6.00831,9.19639,7.87144,5.77777,22.1755,7.35465,5.64147,7.77791,33.1229,36.5962,36.6162,20.7513,Protein coding
Fbln2,17,0.171253,0.383982,0.674677,1.07943,0.180094,0.244356,0.406253,0.39107,0.271263,0.585597,0.694787,1.14226,Protein coding
Fbln7,16,0.0499206,0.107463,0.126378,0.181083,0.0755844,0.367568,1.51128,2.60529,0.108906,0.119237,0.179153,0.176759,Protein coding
Fbn1,14,2.65883,2.97165,4.33694,4.93719,5.18369,2.47807,4.18504,4.27299,6.18182,2.67129,2.33339,1.01997,Protein coding
Fbn2,10,16.3228,24.2531,14.4091,7.97116,9.48501,6.54265,6.58999,4.27747,8.19831,7.82828,7.03788,4.68933,Protein coding
Fbrsl1,19,36.0658,30.3431,23.7927,19.0124,44.0003,39.7585,27.702,19.3788,41.4998,34.313,28.6388,23.2233,Protein coding
Fbxl12,15,15.4168,21.5813,20.1367,17.2872,10.6936,11.8118,11.8133,10.8345,10.5334,10.8051,11.6434,12.5171,Protein coding
Fbxl14,19,22.0921,16.8363,12.0317,10.8415,22.1987,11.8715,7.78143,5.85859,20.366,12.9937,10.5004,9.63066,Protein coding
Fbxl16,8,48.8218,44.5992,48.9921,65.1007,44.865,40.6629,42.6672,52.8422,43.5148,39.3195,42.7683,62.9762,Protein coding
Fbxl17,8,6.4944,7.16727,9.17984,12.2215,7.16048,8.34809,9.08215,9.80879,6.84826,7.60814,7.96564,9.84803,Protein coding
Fbxl19,19,89.9912,91.1293,92.2859,88.4118,87.7635,98.0026,100.34,88.9784,85.7878,77.3159,71.6474,62.4263,Protein coding
Fbxl20,19,15.5634,15.8988,13.4236,7.74966,19.1961,11.5016,8.27154,4.67822,20.7998,19.0876,15.3006,7.70472,Protein coding
Fbxl21,6,1.00321,0.933284,0.822413,0.632834,2.61162,1.55425,1.57905,1.23625,3.32843,4.16838,3.08451,1.49039,Protein coding
Fbxl7,5,0.65891,0.626284,0.993946,1.08314,0.0387706,0.0452161,0.155025,0.212702,0.280069,0.202523,0.264915,0.61374,Protein coding
Fbxl8,19,0.377343,0.334055,0.62064,0.129567,0.589462,0.752817,1.05445,0.372263,0.555514,0.500671,0.84674,0.347412,Protein coding
Fbxo10,19,31.568,22.9884,17.7561,11.4503,22.2796,12.4499,11.1018,6.17293,20.0299,20.0931,26.043,17.4377,Protein coding
Fbxo16,19,6.76781,4.90039,5.0719,4.30646,8.18832,5.76487,6.84354,6.89211,7.73909,5.15495,3.66254,2.20069,Protein coding
Fbxo18,19,29.2537,23.0091,18.775,10.9296,35.0211,30.1857,26.4153,16.8073,37.6642,35.1789,31.959,20.0252,Protein coding
Fbxo25,13,29.8442,33.6807,33.6607,26.6509,41.8689,40.1614,38.2563,32.5203,45.3616,44.0119,43.8249,32.9406,Protein coding
Fbxo27,17,1.76394,3.15838,6.9839,7.02474,1.17751,2.59405,4.74368,3.76528,1.52639,4.06184,8.71593,7.21737,Protein coding
Fbxo28,19,22.2955,21.0148,18.4621,11.0686,20.0173,18.0085,14.9917,9.01502,20.8393,19.8835,18.4743,12.2327,Protein coding
Fbxo30,19,5.87747,5.47404,4.13344,2.22642,5.89548,5.55668,4.269,2.12462,6.01298,5.5908,4.17994,2.51878,Protein coding
Fbxo32,3,4.13608,3.87115,4.79339,4.13617,7.33471,1.84533,0.907351,0.680386,7.25432,7.37903,4.83243,1.69561,Protein coding
